Environment,Genotype,Group,Geno.GY_control,Geno.GY_test,Trial.GY_control,Trial.GY_test,Cov_DSI,SD_blue,SD_weight,PH_blue,PH_weight,NDVI_blue,NDVI_weight,GR_blue,GR_weight,GY_blue,GY_weight,TKW_blue,TKW_weight,TW_blue,TW_weight
2023 RL,KSTdGD80.320,WIL,-0.0623,-0.2409,0.8366,-0.0063,0.2119,-1.681,2.9661,-1.7161,3.7473,NA,NA,NA,NA,-0.2409,4.4075,-0.1704,13.4636,0.3867,6.9782
2023 RL,KSTdGD80.322,WIL,-0.6095,-1.1035,0.8366,-0.0063,0.5861,-1.4979,2.7077,-0.9104,3.7729,NA,NA,NA,NA,-1.1035,4.2316,-0.8256,12.2305,-0.6179,6.9924
2023 RL,KSTdGD80.323,WIL,0.6493,0.5636,0.8366,-0.0063,0.1017,-0.4581,2.6405,0.1011,3.7291,NA,NA,NA,NA,0.5636,4.1758,0.189,11.9539,-1.5519,6.9569
2023 RL,KSTdGD80.324,WIL,1.3792,0.8077,0.8366,-0.0063,0.678,-0.1162,2.9725,0.5013,3.7559,NA,NA,NA,NA,0.8077,4.4162,0.1278,13.4819,0.7813,6.9923
2023 RL,KSTdGD80.325,WIL,0.3395,0.8697,0.8366,-0.0063,-0.629,0.507,2.9752,1.3871,3.7619,NA,NA,NA,NA,0.8697,4.4241,0.7573,13.4883,-0.1829,7.0017
2023 RL,KSTdGD80.326,WIL,0.7696,-0.0734,0.8366,-0.0063,1.0001,-1.6154,2.9734,-0.3208,3.7367,NA,NA,NA,NA,-0.0734,4.4198,1.3317,13.4787,0.5906,6.9892
2023 RL,KSTdGD80.327,WIL,0.866,0.3767,0.8366,-0.0063,0.5805,-1.2532,2.6269,-0.098,3.7105,NA,NA,NA,NA,0.3767,4.1076,0.0124,11.957,0.9603,6.964
2023 RL,KSTdGD80.329,WIL,0.3098,0.2109,0.8366,-0.0063,0.1173,-0.1073,2.9767,-1.2359,3.7653,NA,NA,NA,NA,0.2109,4.43,-0.7703,13.491,0.1266,7.0045
2023 RL,KSTdGD80.330,WIL,0.7463,0.3957,0.8366,-0.0063,0.416,-0.1465,2.6222,0.141,3.6993,NA,NA,NA,NA,0.3957,4.0988,-0.5801,11.9428,0.6413,6.9494
2023 RL,KSTdGD80.331,WIL,-1.4902,0.7915,0.8366,-0.0063,-2.707,-2.0902,2.9738,0.4668,3.7642,NA,NA,NA,NA,0.7915,4.4199,-0.471,13.4854,0.0313,7.0035
2023 RL,KSTdGD80.333,WIL,-1.2602,-1.7777,0.8366,-0.0063,0.614,-2.0296,2.9704,-1.9858,3.7455,NA,NA,NA,NA,-1.7777,4.4041,0.0459,13.3613,-0.7195,6.9758
2023 RL,KSTdGD80.334,WIL,0.2784,0.4646,0.8366,-0.0063,-0.2209,-0.1275,2.7001,1.7404,3.7253,NA,NA,NA,NA,0.4646,4.2118,-1.0919,12.202,-2.1849,6.9487
2023 RL,KSTdGD80.335,WIL,0.7511,-0.0285,0.8366,-0.0063,0.9249,-1.5919,2.9753,0.2205,3.7701,NA,NA,NA,NA,-0.0285,4.4335,-1.8763,13.4889,-1.2122,7.0025
2023 RL,KSTdGD80.336,WIL,-1.7132,-0.8784,0.8366,-0.0063,-0.9904,0.0163,2.9758,0.0783,3.7622,NA,NA,NA,NA,-0.8784,4.4252,2.1678,13.4918,0.7087,7.0033
2023 RL,KSTdGD80.337,WIL,0.9307,0.1954,0.8366,-0.0063,0.8724,-0.7246,2.9726,1.0652,3.7244,NA,NA,NA,NA,0.1954,4.4153,-0.9957,13.4789,-0.0562,6.9796
2023 RL,KSTdGD80.339,WIL,0.8135,-0.8005,0.8366,-0.0063,1.9149,-0.5186,2.646,-0.6648,3.733,NA,NA,NA,NA,-0.8005,4.1875,-0.8007,11.9711,0.1824,6.9652
2023 RL,KSTdGD80.340,WIL,-0.224,-0.3468,0.8366,-0.0063,0.1457,-0.6269,2.9751,-0.8309,3.7611,NA,NA,NA,NA,-0.3468,4.4243,-0.7233,13.4843,1.0951,7.0027
2023 RL,KSTdGD80.341,WIL,0.5749,0.9763,0.8366,-0.0063,-0.4762,1.1595,2.6653,0.0054,3.7465,NA,NA,NA,NA,0.9763,4.2072,-1.3215,12.043,0.636,6.9604
2023 RL,KSTdGD80.343,WIL,1.2253,0.4688,0.8366,-0.0063,0.8975,-0.6517,2.9763,2.1714,3.7623,NA,NA,NA,NA,0.4688,4.4285,0.0331,13.4944,-0.0748,7.0031
2023 RL,KSTdGD80.344,WIL,-0.662,-0.8883,0.8366,-0.0063,0.2685,0.6615,2.9767,2.0008,3.7653,NA,NA,NA,NA,-0.8883,4.43,1.3648,12.2358,-1.4063,7.0045
2023 RL,KSTdGD80.345,WIL,1.5894,0.0406,0.8366,-0.0063,1.8375,-0.3808,2.9745,-0.5229,3.7703,NA,NA,NA,NA,0.0406,4.4215,-1.0132,13.4849,-0.0778,7.0056
2023 RL,KSTdGD80.346,WIL,1.4365,0.6927,0.8366,-0.0063,0.8825,-0.29,2.9752,-0.3469,3.7668,NA,NA,NA,NA,0.6927,4.4241,NA,NA,0.1419,7.0077
2023 RL,KSTdGD80.348,WIL,-0.2417,0.2874,0.8366,-0.0063,-0.6277,-0.7814,2.9736,0.1301,3.7655,NA,NA,NA,NA,0.2874,4.4216,-0.7939,13.4834,0.0364,7.0012
2023 RL,KSTdGD80.349,WIL,0.3415,0.0796,0.8366,-0.0063,0.3107,0.0821,2.9749,-0.2103,3.7598,NA,NA,NA,NA,0.0796,4.4237,0.3569,13.4878,-0.94,7.0008
2023 RL,KSTdGD80.350,WIL,0.913,1.6446,0.8366,-0.0063,-0.868,0.5935,2.962,0.5255,3.736,NA,NA,NA,NA,1.6446,4.3206,-0.1323,12.2621,0.4216,6.4163
2023 RL,KSTdGD80.351,WIL,-0.0615,-1.0097,0.8366,-0.0063,1.125,0.0414,2.9743,-1.194,3.7601,NA,NA,NA,NA,-1.0097,4.4157,0.4651,13.3748,-0.8049,6.9989
2023 RL,KSTdGD80.352,WIL,-0.5015,-0.5314,0.8366,-0.0063,0.0355,0.7383,2.9723,0.9985,3.7269,NA,NA,NA,NA,-0.5314,4.4106,-0.0971,13.3676,-0.8906,6.9794
2023 RL,KSTdGD80.353,WIL,1.4466,0.4946,0.8366,-0.0063,1.1295,-0.4137,2.6967,-0.3408,3.749,NA,NA,NA,NA,0.4946,4.141,-1.4136,11.0982,1.0888,6.4198
2023 RL,KSTdGD80.354,WIL,0.4701,1.1638,0.8366,-0.0063,-0.823,0.2342,2.9748,1.4597,3.7596,NA,NA,NA,NA,1.1638,4.4227,0.8521,13.4877,1.1093,7.0006
2023 RL,KSTdGD80.355,WIL,0.8072,-0.1691,0.8366,-0.0063,1.1583,0.0336,2.9729,-0.5783,3.7414,NA,NA,NA,NA,-0.1691,4.4167,0.7933,13.4781,1.0838,6.9826
2023 RL,KSTdGD80.356,WIL,1.8714,-0.2082,0.8366,-0.0063,2.4673,1.4703,2.973,1.0236,3.7351,NA,NA,NA,NA,-0.2082,4.4163,0.515,13.4766,-1.0147,6.976
2023 RL,KSTdGD80.357,WIL,1.1606,-0.6758,0.8366,-0.0063,2.1787,0.5934,2.9748,-0.441,3.7573,NA,NA,NA,NA,-0.6758,4.4219,0.3221,12.263,1.0497,6.9987
2023 RL,KSTdGD80.360,WIL,1.4094,-0.4615,0.8366,-0.0063,2.2197,-1.5286,2.9755,-0.685,3.766,NA,NA,NA,NA,-0.4615,4.4319,0.0817,13.4918,-0.5425,6.9959
2023 RL,KSTdGD80.361,WIL,0.5583,-0.5044,0.8366,-0.0063,1.2608,1.7242,2.9704,0.089,3.7434,NA,NA,NA,NA,-0.5044,4.409,1.3378,13.4735,-0.3133,6.9768
2023 RL,KSTdGD80.362,WIL,1.3542,0.1045,0.8366,-0.0063,1.4827,0.4195,2.9743,-0.8093,3.7608,NA,NA,NA,NA,0.1045,4.4155,-0.3779,13.3749,0.6231,7.0005
2023 RL,KSTdGD80.364,WIL,0.8972,0.8785,0.8366,-0.0063,0.0222,0.1253,2.9728,0.5754,3.736,NA,NA,NA,NA,0.8785,4.4128,-0.9523,13.3698,0.314,6.9865
2023 RL,KSTdGD80.365,WIL,0.8509,-0.1131,0.8366,-0.0063,1.1437,-1.4812,2.9748,-1.9436,3.7607,NA,NA,NA,NA,-0.1131,4.4175,0.5625,13.3728,0.4592,6.9974
2023 RL,KSTdGD80.367,WIL,-0.7357,-1.5119,0.8366,-0.0063,0.9209,1.2606,2.9692,1.2745,3.7415,NA,NA,NA,NA,-1.5119,4.4014,-1.2975,13.353,-3.0789,6.9759
2023 RL,KSTdGD80.368,WIL,-0.1504,-0.5669,0.8366,-0.0063,0.4941,0.8803,2.9739,-0.3583,3.7644,NA,NA,NA,NA,-0.5669,4.4206,0.8074,13.4827,-2.0644,7.0014
2023 RL,KSTdGD80.369,WIL,-0.2498,-1.6127,0.8366,-0.0063,1.617,0.3563,2.9734,0.267,3.7378,NA,NA,NA,NA,-1.6127,4.4199,-0.9202,13.4786,-1.2934,6.9908
2023 RL,KSTdGD80.37,WIL,0.739,1.0092,0.8366,-0.0063,-0.3206,-0.6689,5.5818,0.0736,7.417,NA,NA,NA,NA,1.0092,8.4522,-1.521,24.3312,0.754,13.4072
2023 RL,KSTdGD80.370,WIL,-0.3559,-1.2708,0.8366,-0.0063,1.0854,-1.739,2.9751,-2.4038,3.7611,NA,NA,NA,NA,-1.2708,4.4241,0.6261,13.4846,-1.0614,7.0026
2023 RL,KSTdGD80.372,WIL,2.0251,0.5224,0.8366,-0.0063,1.7828,0.1211,2.9749,0.8192,3.7583,NA,NA,NA,NA,0.5224,4.4228,-0.0154,13.4858,-0.5765,6.9998
2023 RL,KSTdGD80.373,WIL,0.1134,-0.0599,0.8366,-0.0063,0.2056,-0.3282,2.9771,-0.6203,3.7633,NA,NA,NA,NA,-0.0599,4.4348,-0.4066,13.497,0.8375,7.0032
2023 RL,KSTdGD80.38,WIL,-0.3629,-0.8348,0.8366,-0.0063,0.5599,-1.147,5.6095,-0.7526,7.4958,NA,NA,NA,NA,-0.8348,8.5646,-0.1154,25.442,-0.9781,13.9728
2023 RL,KSTdGD80.39,WIL,0.4557,-0.3353,0.8366,-0.0063,0.9384,-1.181,5.9529,-1.0744,7.5434,NA,NA,NA,NA,-0.3353,8.8687,-0.3734,26.9793,-0.2293,14.0047
2023 RL,KSTdGD80.4,WIL,0.8536,0.8835,0.8366,-0.0063,-0.0355,-0.0336,5.9556,-0.1174,7.5307,NA,NA,NA,NA,0.8835,8.8785,-0.8327,26.9938,0.6727,14.0079
2023 RL,KSTdGD80.40,WIL,0.2216,0.4104,0.8366,-0.0063,-0.224,-0.7617,5.9555,1.2691,7.5118,NA,NA,NA,NA,0.4104,8.8686,-0.198,26.9859,-1.3875,13.9886
2023 RL,KSTdGD80.41,WIL,0.386,-0.2122,0.8366,-0.0063,0.7097,-0.6352,5.9526,-0.1964,7.5322,NA,NA,NA,NA,-0.2122,8.8533,-1.5028,26.972,0.1258,13.9977
2023 RL,KSTdGD80.42,WIL,-2.2137,-1.2957,0.8366,-0.0063,-1.0891,1.1728,5.9375,0.0359,7.4753,NA,NA,NA,NA,-1.2957,8.747,-0.3318,25.5977,-0.138,13.3146
2023 RL,KSTdGD80.43,WIL,0.859,0.5712,0.8366,-0.0063,0.3414,-1.1283,5.5976,-0.1175,7.46,NA,NA,NA,NA,0.5712,8.461,-1.4148,24.2214,0.3355,13.3847
2023 RL,KSTdGD80.44,WIL,0.1794,-0.1813,0.8366,-0.0063,0.4279,0.095,5.9442,0.4208,7.4696,NA,NA,NA,NA,-0.1813,8.8345,0.5752,26.9487,0.0312,13.9583
2023 RL,KSTdGD80.45,WIL,0.4391,-0.8871,0.8366,-0.0063,1.5734,-0.2966,5.9493,0.4633,7.4917,NA,NA,NA,NA,-0.8871,8.8487,-0.0555,26.9684,0.8791,13.9634
2023 RL,KSTdGD80.47,WIL,-0.1842,-0.4453,0.8366,-0.0063,0.3098,0.3295,5.6905,1.3621,7.5524,NA,NA,NA,NA,-0.4453,8.6765,1.1087,25.7235,0.343,14.0029
2023 RL,KSTdGD80.48,WIL,0.3593,0.0157,0.8366,-0.0063,0.4077,-0.9248,5.953,0.8022,7.5521,NA,NA,NA,NA,0.0157,8.8689,-0.4123,26.8661,-0.4184,14.016
2023 RL,KSTdGD80.49,WIL,-0.0557,-0.4752,0.8366,-0.0063,0.4977,-0.656,5.9253,0.9669,7.4499,NA,NA,NA,NA,-0.4752,8.6954,-0.5482,25.604,-0.3786,13.317
2023 RL,KSTdGD80.5,WIL,-0.1259,0.2159,0.8366,-0.0063,-0.4055,-0.1202,5.9527,-0.5302,7.5309,NA,NA,NA,NA,0.2159,8.8518,-0.4764,26.7245,1.3186,14.0024
2023 RL,KSTdGD80.54,WIL,-0.2161,-0.6162,0.8366,-0.0063,0.4747,0.7891,5.5734,2.8509,7.4132,NA,NA,NA,NA,-0.6162,8.2772,1.3013,21.7526,-0.4051,12.0977
2023 RL,KSTdGD80.55,WIL,1.5715,0.872,0.8366,-0.0063,0.8299,-0.5005,5.9402,-0.7304,7.5163,NA,NA,NA,NA,0.872,8.7486,-1.653,25.619,-0.0305,13.4238
2023 RL,KSTdGD80.56,WIL,0.7123,-0.0697,0.8366,-0.0063,0.9278,-0.3962,5.9563,0.0451,7.5407,NA,NA,NA,NA,-0.0697,8.8664,-0.9943,26.7647,-0.4016,14.0101
2023 RL,KSTdGD80.58,WIL,1.1103,0.1147,0.8366,-0.0063,1.1812,-1.7188,5.9485,-0.2775,7.5331,NA,NA,NA,NA,0.1147,8.8576,-0.9027,26.8513,1.0479,13.9961
2023 RL,KSTdGD80.59,WIL,0.3025,1.0661,0.8366,-0.0063,-0.9059,-0.6386,5.9385,-0.0082,7.4942,NA,NA,NA,NA,1.0661,8.7482,-0.1934,25.7444,0.4169,13.4073
2023 RL,KSTdGD80.6,WIL,0.166,0.2829,0.8366,-0.0063,-0.1387,-0.1951,5.9323,0.6078,7.5219,NA,NA,NA,NA,0.2829,8.7439,-0.6688,26.3805,0.7578,13.5184
2023 RL,KSTdGD80.67,WIL,1.2958,0.129,0.8366,-0.0063,1.3843,0.2277,5.9488,0.2844,7.5181,NA,NA,NA,NA,0.129,8.8455,-0.4427,26.8477,-0.2024,14.0008
2023 RL,KSTdGD80.68,WIL,0.4068,0.2913,0.8366,-0.0063,0.137,-1.0925,5.9288,0.6117,7.4483,NA,NA,NA,NA,0.2913,8.6555,-0.9982,24.41,0.5123,12.732
2023 RL,KSTdGD80.69,WIL,0.3748,0.5385,0.8366,-0.0063,-0.1942,-0.9073,5.9468,0.3822,7.5257,NA,NA,NA,NA,0.5385,8.8521,-0.9078,26.9589,0.1925,13.9913
2023 RL,KSTdGD80.7,WIL,1.0838,-0.1521,0.8366,-0.0063,1.4663,-1.257,5.9438,0.9762,7.4804,NA,NA,NA,NA,-0.1521,8.7639,1.3406,25.6282,1.4766,13.3276
2023 RL,KSTdGD80.70,WIL,1.2279,0.9887,0.8366,-0.0063,0.2838,-0.0757,5.9522,0.3778,7.5522,NA,NA,NA,NA,0.9887,8.8518,-1.3796,25.6451,0.593,14.015
2023 RL,KSTdGD80.71,WIL,-0.8804,-2.0101,0.8366,-0.0063,1.3403,-0.6323,5.9592,-0.0589,7.5284,NA,NA,NA,NA,-2.0101,8.7803,1.3108,27.0031,-0.6159,14.1922
2023 RL,KSTdGD80.72,WIL,-0.1229,-1.1278,0.8366,-0.0063,1.1922,-0.2421,5.9551,-0.3539,7.5489,NA,NA,NA,NA,-1.1278,8.8609,-1.4233,26.9858,-0.7474,14.0161
2023 RL,KSTdGD80.74,WIL,-0.7212,-1.3465,0.8366,-0.0063,0.7419,1.2336,5.5935,0.7591,7.4709,NA,NA,NA,NA,-1.3465,8.4891,-0.0451,23.0572,-1.1553,13.3885
2023 RL,KSTdGD80.76,WIL,-0.121,-0.0227,0.8366,-0.0063,-0.1166,0.1195,5.9541,-1.1191,7.5247,NA,NA,NA,NA,-0.0227,8.8558,-0.1175,26.7406,0.1209,13.991
2023 RL,KSTdGD80.78,WIL,0.6495,0.6335,0.8366,-0.0063,0.019,-0.171,5.9505,-0.2672,7.52,NA,NA,NA,NA,0.6335,8.8516,-1.2653,26.8563,0.4294,13.981
2023 RL,KSTdGD80.79,WIL,-0.635,-1.2273,0.8366,-0.0063,0.7027,1.1789,5.6044,0.7902,7.4738,NA,NA,NA,NA,-1.2273,8.5377,-1.1615,25.3086,-1.2394,13.9523
2023 RL,KSTdGD80.8,WIL,-0.1529,-1.2371,0.8366,-0.0063,1.2863,0.9189,5.9513,1.1542,7.5291,NA,NA,NA,NA,-1.2371,8.8512,0.7226,26.9735,-0.1291,13.9891
2023 RL,KSTdGD80.80,WIL,0.5702,0.4244,0.8366,-0.0063,0.173,-0.597,5.9524,-0.3411,7.5297,NA,NA,NA,NA,0.4244,8.8646,-1.0529,26.9746,1.5347,14.0019
2023 RL,KSTdGD80.81,WIL,-0.207,-0.9822,0.8366,-0.0063,0.9197,0.7427,5.9473,1.5938,7.5141,NA,NA,NA,NA,-0.9822,8.845,-0.6226,13.4902,-0.8381,14.0037
2023 RL,KSTdGD80.82,WIL,0.1956,-0.8811,0.8366,-0.0063,1.2774,0.8909,5.9301,0.9366,7.4354,NA,NA,NA,NA,-0.8811,8.6393,0.0433,24.1505,-0.2518,12.6457
2023 RL,KSTdGD80.83,WIL,-0.2318,-0.3761,0.8366,-0.0063,0.1712,-0.2338,5.9523,-0.2759,7.5329,NA,NA,NA,NA,-0.3761,8.8492,-1.2804,26.8583,-0.5533,13.9961
2023 RL,KSTdGD80.84,WIL,0.2706,0.0599,0.8366,-0.0063,0.25,-0.19,5.6136,0.2098,7.5094,NA,NA,NA,NA,0.0599,8.5764,1.1598,25.4504,1.1405,13.9806
2023 RL,KSTdGD80.86,WIL,0.5443,0.9477,0.8366,-0.0063,-0.4786,0.1039,5.9521,-0.2348,7.5205,NA,NA,NA,NA,0.9477,8.849,-1.7574,26.728,0.9601,13.9899
2023 RL,KSTdGD80.87,WIL,0.7033,-0.0373,0.8366,-0.0063,0.8787,-0.6494,5.9437,-0.0965,7.5185,NA,NA,NA,NA,-0.0373,8.7606,0.6052,25.7642,1.2222,13.4302
2023 RL,KSTdGD80.89,WIL,1.3895,0.5796,0.8366,-0.0063,0.9609,0.0257,5.9543,-0.1182,7.524,NA,NA,NA,NA,0.5796,8.86,-0.8441,26.9822,-0.3361,14.0005
2023 RL,KSTdGD80.9,WIL,0.0404,-0.3747,0.8366,-0.0063,0.4925,0.2838,5.6723,0.4993,7.5131,NA,NA,NA,NA,-0.3747,8.5685,0.3153,24.6948,-0.1069,13.4132
2023 RL,KSTdGD80.90,WIL,-0.0536,-0.9105,0.8366,-0.0063,1.0166,-0.0065,5.9326,-0.6442,7.4778,NA,NA,NA,NA,-0.9105,8.7767,-1.2227,26.941,-0.7205,13.976
2023 RL,KSTdGD80.93,WIL,0.5742,0.4356,0.8366,-0.0063,0.1644,-0.9538,5.9402,0.1465,7.459,NA,NA,NA,NA,0.4356,8.7444,-0.8278,25.6151,0.099,13.3155
2023 RL,KSTdGD80.94,WIL,0.1585,-0.2257,0.8366,-0.0063,0.4558,-1.7916,5.9539,-0.3903,7.5393,NA,NA,NA,NA,-0.2257,8.8538,-0.5353,26.8703,-0.0971,14.01
2023 RL,KSTdGD80.95,WIL,0.1354,-0.0353,0.8366,-0.0063,0.2025,-0.2758,5.9554,-0.1527,7.5323,NA,NA,NA,NA,-0.0353,8.8778,-0.1233,26.9759,0.7,14.0006
2023 RL,KSTdGD80.96,WIL,0.388,0.2331,0.8366,-0.0063,0.1838,0.0944,5.9536,0.2589,7.5297,NA,NA,NA,NA,0.2331,8.8668,-1.5277,26.9761,0.2697,13.9943
2023 RL,KSTdGD80.98,WIL,0.8815,0.156,0.8366,-0.0063,0.8607,-0.8487,5.405,-0.3923,7.4896,NA,NA,NA,NA,0.156,8.4564,-0.8819,24.4184,-0.1854,13.9192
2023 RL,KSTdGD80.99,WIL,0.2698,0.0908,0.8366,-0.0063,0.2124,0.3315,5.9299,2.7125,7.4262,NA,NA,NA,NA,0.0908,8.6445,0.7073,24.2586,-0.0316,12.6318
2023 THD,Billings,Check,0.5589,0.5589,0.2495,0.2495,0,1.0417,31.9471,0.1474,100.682,NA,NA,NA,NA,0.5589,63.03,1.813,44.3571,0.6962,112.1591
2023 THD,Joe,Check,1.005,1.005,0.2495,0.2495,0,1.2086,31.6911,0.7618,99.2187,NA,NA,NA,NA,1.005,60.0368,0.6968,44.3041,0.0442,111.6603
2023 THD,KS061278M.4,Check,0.565,0.565,0.2495,0.2495,0,0.4085,33.0665,-0.5724,102.3025,NA,NA,NA,NA,0.565,65.0869,0.7779,51.2527,-0.1009,121.9122
2023 THD,Showdown,Check,1.2173,1.2173,0.2495,0.2495,0,-0.0413,29.9918,0.119,93.9026,NA,NA,NA,NA,1.2173,60.7326,0.527,44.2637,-0.665,110.3562
2023 THD,KSTdGD80.1,WIL,-0.784,-0.784,0.2495,0.2495,0,1.1111,6.7119,-0.3568,21.368,NA,NA,NA,NA,-0.784,13.1303,-0.5002,8.8724,-0.5018,22.8262
2023 THD,KSTdGD80.10,WIL,1.1237,1.1237,0.2495,0.2495,0,0.4117,6.7135,0.4093,21.3699,NA,NA,NA,NA,1.1237,13.1291,-0.4905,8.8837,-0.0873,22.8274
2023 THD,KSTdGD80.100,WIL,-0.0049,-0.0049,0.2495,0.2495,0,-0.9844,6.6348,0.9277,21.0665,NA,NA,NA,NA,-0.0049,13.0688,0.56,8.8931,-0.531,22.8061
2023 THD,KSTdGD80.101,WIL,-0.1496,-0.1496,0.2495,0.2495,0,-0.7274,6.1811,0.4548,19.2033,NA,NA,NA,NA,-0.1496,11.8848,2.0251,8.828,-1.2178,21.8178
2023 THD,KSTdGD80.102,WIL,1.236,1.236,0.2495,0.2495,0,-0.0116,6.1698,0.563,19.2088,NA,NA,NA,NA,1.236,11.7971,-0.3856,8.7961,0.2374,21.6025
2023 THD,KSTdGD80.103,WIL,0.5473,0.5473,0.2495,0.2495,0,-0.2848,6.2343,0.4833,19.865,NA,NA,NA,NA,0.5473,12.8246,1.3474,8.8844,0.4667,22.5499
2023 THD,KSTdGD80.104,WIL,0.0054,0.0054,0.2495,0.2495,0,0.6071,6.7121,-0.62,21.3684,NA,NA,NA,NA,0.0054,13.1297,-1.0294,8.8725,0.3276,22.8347
2023 THD,KSTdGD80.106,WIL,1.0213,1.0213,0.2495,0.2495,0,0.5738,6.7129,0.8569,21.3687,NA,NA,NA,NA,1.0213,13.1301,-1.0054,8.8934,0.4526,22.8246
2023 THD,KSTdGD80.107,WIL,-0.6093,-0.6093,0.2495,0.2495,0,0.8162,6.7124,0.4604,21.3687,NA,NA,NA,NA,-0.6093,13.1317,0.4001,8.7812,-5.0935,22.8481
2023 THD,KSTdGD80.109,WIL,-0.7854,-0.7854,0.2495,0.2495,0,0.6425,6.7132,0.2681,21.3693,NA,NA,NA,NA,-0.7854,13.1287,-0.893,8.8824,-0.5453,22.8089
2023 THD,KSTdGD80.11,WIL,1.0994,1.0994,0.2495,0.2495,0,-0.2305,5.7504,0.776,18.3596,NA,NA,NA,NA,1.0994,12.5058,0.3815,8.857,1.007,22.2767
2023 THD,KSTdGD80.110,WIL,-0.043,-0.043,0.2495,0.2495,0,0.5608,6.1236,-0.2122,19.5482,NA,NA,NA,NA,-0.043,12.7929,0.0636,8.8895,0.364,22.4685
2023 THD,KSTdGD80.111,WIL,-0.1561,-0.1561,0.2495,0.2495,0,0.0451,6.7116,0.6958,21.3677,NA,NA,NA,NA,-0.1561,13.1302,0.9696,8.8878,-1.5174,22.8224
2023 THD,KSTdGD80.113,WIL,-0.5378,-0.5378,0.2495,0.2495,0,-0.1833,6.7256,-0.1898,21.3657,NA,NA,NA,NA,-0.5378,13.2252,0.3438,8.9288,-0.6955,23.0467
2023 THD,KSTdGD80.114,WIL,-0.6652,-0.6652,0.2495,0.2495,0,1.4141,6.2326,-0.2867,19.8646,NA,NA,NA,NA,-0.6652,12.8232,-0.6907,8.8799,-0.0329,22.5518
2023 THD,KSTdGD80.116,WIL,0.0984,0.0984,0.2495,0.2495,0,-0.8382,6.6312,1.002,21.057,NA,NA,NA,NA,0.0984,13.0619,1.6903,8.8785,-2.6727,22.7812
2023 THD,KSTdGD80.118,WIL,-1.1686,-1.1686,0.2495,0.2495,0,0.821,6.7124,-0.8748,21.3678,NA,NA,NA,NA,-1.1686,13.1315,0.1618,8.8936,-0.3687,22.8328
2023 THD,KSTdGD80.119,WIL,1.3087,1.3087,0.2495,0.2495,0,0.3431,5.5334,0.4264,17.7292,NA,NA,NA,NA,1.3087,12.4639,-0.1125,8.8917,-0.1374,22.1282
2023 THD,KSTdGD80.12,WIL,-0.1448,-0.1448,0.2495,0.2495,0,0.9589,6.1557,0.9361,19.5623,NA,NA,NA,NA,-0.1448,12.7664,-0.18,8.8844,0.1478,22.5466
2023 THD,KSTdGD80.121,WIL,0.0142,0.0142,0.2495,0.2495,0,0.6984,6.1498,0.5247,19.5455,NA,NA,NA,NA,0.0142,12.9151,0.8912,8.9476,-0.4021,22.7353
2023 THD,KSTdGD80.122,WIL,0.5013,0.5013,0.2495,0.2495,0,-0.1803,6.7119,0.1063,21.367,NA,NA,NA,NA,0.5013,13.125,-0.7356,8.8669,0.292,22.7917
2023 THD,KSTdGD80.124,WIL,1.2995,1.2995,0.2495,0.2495,0,0.4801,5.337,0.9591,16.2161,NA,NA,NA,NA,1.2995,10.8388,1.5464,8.7682,2.0258,20.9657
2023 THD,KSTdGD80.125,WIL,0.6231,0.6231,0.2495,0.2495,0,-0.4508,6.7125,-0.4788,21.3677,NA,NA,NA,NA,0.6231,13.1268,-0.4577,8.8869,0.2242,22.8197
2023 THD,KSTdGD80.126,WIL,-0.2662,-0.2662,0.2495,0.2495,0,-1.2617,6.6334,-0.0933,21.0654,NA,NA,NA,NA,-0.2662,13.0628,-0.1686,8.8743,-0.0374,22.7831
2023 THD,KSTdGD80.127,WIL,0.7976,0.7976,0.2495,0.2495,0,0.6177,6.7112,1.2916,21.367,NA,NA,NA,NA,0.7976,13.127,0.0186,8.8672,-0.5815,22.8143
2023 THD,KSTdGD80.128,WIL,0.6962,0.6962,0.2495,0.2495,0,-0.3054,5.6451,1.0071,18.0487,NA,NA,NA,NA,0.6962,6.2323,-0.3792,8.8848,-0.0691,22.2451
2023 THD,KSTdGD80.129,WIL,1.2002,1.2002,0.2495,0.2495,0,0.6739,6.6341,0.1354,21.0662,NA,NA,NA,NA,1.2002,13.0694,1.192,8.8944,0.7913,22.8064
2023 THD,KSTdGD80.13,WIL,0.2937,0.2937,0.2495,0.2495,0,0.7328,6.7121,0.4142,21.3683,NA,NA,NA,NA,0.2937,13.1245,-0.7057,8.8762,0.4424,22.813
2023 THD,KSTdGD80.130,WIL,1.289,1.289,0.2495,0.2495,0,-0.3177,5.4506,0.3699,16.1116,NA,NA,NA,NA,1.289,9.8875,-0.0846,8.6817,0.379,20.0832
2023 THD,KSTdGD80.131,WIL,-0.2584,-0.2584,0.2495,0.2495,0,-0.167,6.1214,-0.361,19.5513,NA,NA,NA,NA,-0.2584,12.7942,-1.2185,8.869,-0.463,22.4855
2023 THD,KSTdGD80.132,WIL,-0.2212,-0.2212,0.2495,0.2495,0,0.0521,6.7131,0.5809,21.3692,NA,NA,NA,NA,-0.2212,13.1338,0.7299,8.898,-0.9246,22.8375
2023 THD,KSTdGD80.133,WIL,0.5444,0.5444,0.2495,0.2495,0,0.6561,6.71,0.9322,21.3664,NA,NA,NA,NA,0.5444,13.1237,1.2266,8.8629,-0.1539,22.8184
